title,status,translatorID,label,creator,target,minVersion,maxVersion,priority,inRepository,translatorType,browserSupport,lastUpdated,url1,globalRank,country,countryRank,url2,url3
Microsoft Academic.js,Normal,91c7b393-af05-476c-ae72-ae244d2347f4,Microsoft Academic,Philipp Zumstein,^https?://academic\.microsoft\.com,4,,100,TRUE,4,gcsibv,3/4/2018 19:36,https://mva.microsoft.com,44,United States,36,https://www.microsoft.com/en-us/education/imagine-academy/default.aspx,https://www.microsoft.com/en-us/research/project/academic
Milli Kutuphane.js,Normal,a5998785-222b-4459-9ce8-9c081d599af7,Milli K??t??phane,Philipp Zumstein,^https?://(www\.)?kasif\.mkutup\.gov\.tr/,4,,100,TRUE,4,gcsibv,10/1/2017 17:23,hazine.info/milli-kutuphane,,,,https://twitter.com/MilliKutuphane,dijital-kutuphane.mkutup.gov.tr/tr/periodicals/catalog/list
Musee du Louvre.js,Normal,22d17fb9-ae32-412e-bcc4-7650ed3359bc,Musee du Louvre,Philipp Zumstein,^https?://www\.louvre\.fr/,3,,100,TRUE,4,gcsibv,3/5/2018 7:35,https://www.louvre.fr/en,39630,France,2941,www.boutiquesdemusees.fr???€? Home???€? Museums,en.parisinfo.com???€? What to see in Paris?
NASA ADS.js,Normal,7987b420-e8cb-4bea-8ef7-61c2377cd686,NASA ADS,"Philipp Zumstein, Asa Kusuma and Ramesh Srigiriraju",^https?://(ukads|cdsads|ads|adsabs|esoads|adswww|www\.ads)\.(inasan|iucaa\.ernet|nottingham\.ac|harvard|eso|u-strasbg|nao\.ac|astro\.puc|bao\.ac|on|kasi\.re|grangenet|lipi\.go|mao\.kiev)\.(edu|org|net|fr|jp|cl|id|uk|cn|ua|in|ru|br|kr)/(cgi-bin|abs)/,3,,100,TRUE,4,gcsibv,2/17/2018 17:39,https://ads.google.com,1,United States,1,adsabs.harvard.edu/abstract_service.html,https://ui.adsabs.harvard.edu
NASA NTRS.js,Normal,5a697ab5-913a-478a-b4ec-98d019aa5dc6,NASA NTRS,Andrew Bergan,^https?://ntrs\.nasa\.gov/(search\.jsp)?\?,3,,100,TRUE,4,gcsbv,4/3/2014 17:46,https://ntrs.nasa.gov/search.jsp?R=20110023492,959,United States,381,https://www.sti.nasa.gov,https://ntrs.nasa.gov/search.jsp?R=20120013426
NCBI Nucleotide.js,Normal,5e385e77-2f51-41b4-a29b-908e23d5d3e8,NCBI Nucleotide,Martin Fenner,^https?://(www\.)?ncbi\.nlm\.nih\.gov/nuccore/,3,,100,TRUE,4,gcs,11/15/2014 11:25,www.ncbi.nlm.nih.gov???€? NCBI???€? DNA & RNA,,,,https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch,https://ncbiinsights.ncbi.nlm.nih.gov/tag/ncbi-nucleotide
NRC Research Press.js,Normal,fc08c878-ac92-40dc-9105-ca36ca20665d,NRC Research Press,Sebastian Karcher,^https?://www\.nrcresearchpress\.com,3,,100,TRUE,4,gcbv,5/24/2016 13:18,www.nrcresearchpress.com,29301,China,10465,www.nrcresearchpress.com/page/authors/information/rights,https://en.wikipedia.org/wiki/NRC_Research_Press
NYTimes.com.js,Normal,ce7a3727-d184-407f-ac12-52837f3361ff,NYTimes.com,Philipp Zumstein,^https?://(query\.nytimes\.com/(search|gst)/|(select\.|www\.|mobile\.|[^\/.]*\.blogs\.)?nytimes\.com/),3,,100,TRUE,4,gcsibv,4/22/2018 6:48,nytimes.com/SubscribeToday,114,United States,33,https://www.nytimes.com,bing.com/news
NZZ.ch.js,Normal,61ffe600-55e0-11df-bed9-0002a5d5c51b,NZZ.ch,Philipp Zumstein,^https?://(www\.)?nzz\.ch/,2.1.9,,100,TRUE,4,gcsibv,12/28/2016 20:01,https://www.nzz.ch,7503,Switzerland,52,https://www.easycounter.com/report/nzz.ch,https://www.onead.ch/catalog/online/www-nzz-ch
Nagoya University OPAC.js,Normal,b56d756e-814e-4b46-bc58-d61dccc9f32f,Nagoya University OPAC,Frank Bennett,^https?://opac\.nul\.nagoya-u\.ac\.jp/webopac/(catdbl\.do|ctlsrh\.do),2.0b7,,100,TRUE,4,gcsibv,7/13/2012 7:33,www.nul.nagoya-u.ac.jp/ir/index_e.html,24350,Japan,2192,www.nul.nagoya-u.ac.jp/index_e.html,www.nul.nagoya-u.ac.jp/guide/webrequest/web_request_e.html
National Archive of the UK.js,Normal,229d4678-4fa0-44f8-95c4-f4cfdb9b254c,National Archive of the UK,Sebastian Karcher,^https?://discovery\.nationalarchives\.gov\.uk/,3,,100,TRUE,4,gcb,10/21/2017 10:10,www.nationalarchives.gov.uk,23488,United Kingdom,1400,https://www.gov.uk/government/organisations/the-national-archives,https://www.archives.gov
National Archives of Australia.js,Normal,50a4cf3f-92ef-4e9f-ab15-815229159b16,National Archives of Australia,"Tim Sherratt, Aurimas Vinckevicius",^https?://recordsearch\.naa\.gov\.au/,3,,100,TRUE,4,gcsibv,1/29/2017 10:18,naa.gov.au,122955,Australia,2988,https://en.wikipedia.org/wiki/National_Archive_of_Australia,https://www.facebook.com/naagovau
National Archives of South Africa.js,Normal,5b02e8d4-d8fb-4143-af3d-3576d4c1b49c,National Archives of South Africa,Adam Crymble,^https?://www\.national\.archsrch\.gov\.za,3,,100,TRUE,4,gcsb,3/12/2014 22:00,https://www.nationalarchives.gov.za,1179898,South Africa,18170,www.national.archsrch.gov.za/sm300cv/smws/sm300dl,discovery.nationalarchives.gov.uk/details/a?_ref=687
National Archives of the United States.js,Normal,edfa5803-e331-47db-84d1-db3cf8d6f460,National Archives of the United States,Adam Powers,^https?://research\.archives\.gov,2.1,,100,TRUE,4,gcsibv,1/5/2014 11:42,http://tickets.thefavouritemovie.com/Buy-Tickets/TheFavourite,1412251,United States,127001,https://www.lessonplanet.com,https://www.archives.gov
National Bureau of Economic Research.js,Normal,99f958ab-0732-483d-833f-6bd8e42f6277,National Bureau of Economic Research,"Michael Berkowitz, Philipp Zumstein",^https?://(papers\.|www\.)?nber\.org/(papers|s|new|custom),3,,100,TRUE,4,gcsibv,2/11/2018 13:50,www.nber.org,18775,United States,7816,https://en.wikipedia.org/wiki/NBER,https://www.bls.gov/bls/other.htm
National Diet Library Catalogue.js,Normal,5978580d-c58c-46c8-9755-9481a3e20f3f,National Diet Library Catalogue,Philipp Zumstein,^https?://iss\.ndl\.go\.jp/,3,,100,TRUE,4,gcsibv,8/15/2015 16:07,iss.ndl.go.jp/?locale=en,11362,Japan,638,https://librarytechnology.org/library/3396,https://en.wikipedia.org/wiki/National_Library_of_Japan
National Gallery of Art - USA.js,Normal,ed28758b-9c39-4e1c-af89-ce1c9202b70f,National Gallery of Art - USA,Adam Crymble,^https?://www\.nga\.gov/content/ngaweb,1.0.0b4.r5,,100,TRUE,4,gcsibv,12/28/2016 11:55,http://shop.nga.gov/Shop-Now/Art-Gifts,67406,United States,16587,https://www.nga.gov,www.usa.gov???€? Government Agencies and Elected Officials
National Library of Australia (new catalog).js,Normal,54ac4ec1-9d07-45d3-9d96-48bed3411fb6,National Library of Australia (new catalog),Philipp Zumstein,^https?://catalogue\.nla\.gov\.au,3,,100,TRUE,4,gcsibv,1/30/2018 9:40,https://www.nla.gov.au,7565,United States,10035,https://catalogue.nla.gov.au,https://catalogue.nla.gov.au/MyResearch/Home
National Library of Australia.js,Normal,fc410e64-0252-4cd3-acb1-25e584775fa2,National Library of Australia,Michael Berkowitz,^https?://librariesaustralia\.nla\.gov\.au/,1.0.0b4.r5,,100,TRUE,4,g,6/2/2015 20:55,https://www.nla.gov.au,7565,United States,10035,https://catalogue.nla.gov.au,https://marketplace.service.gov.au/digital-marketplace/...
National Library of Belarus.js,Normal,89592f50-6ae8-491e-8988-969002012b1b,National Library of Belarus,Philipp Zumstein,^https?://www\.nlb\.by/portal/page/portal/index/resources/(basicsearch|expandedsearch|anothersearch|authoritet|newdoc|top100),3,,100,TRUE,4,gcsibv,1/1/2017 15:28,https://www.belarus.by/en/about-belarus/architecture/national-library,131006,Belarus,945,https://www.belarus.by/rel_image/3966,www.tripadvisor.com???€? ?€????€? Belarus???€? Minsk???€? Things to Do in Minsk
National Library of Norway.js,Normal,7bd82b70-1ed7-4aaf-bea2-bcbe6429a3ee,National Library of Norway,Dan Michael O. Hegg??,^https?://(www\.)?nb\.no/,3,,100,TRUE,4,gcsibv,11/29/2017 23:36,https://loc.gov,4689,United States,1248,https://www.nb.no/en/the-national-library-of-norway,https://en.wikipedia.org/wiki/Nasjonalbiblioteket
National Post.js,Normal,1c5b122c-7e58-4cd5-932b-93f5ca0b7e1a,National Post,Adam Crymble,http://www.(national|financial)post.com/,1.0.0b4.r5,,100,TRUE,4,g,5/23/2017 21:23,https://nationalpost.com,10131,Canada,264,https://www.washingtonpost.com/national,Twitter???€? @nationalpost
Nature Publishing Group.js,Normal,6614a99-479a-4524-8e30-686e4d66663e,Nature Publishing Group,Aurimas Vinckevicius,^https?://(www\.)?nature\.com/([^?/]+/)?(journal|archive|research|topten|search|full|abs|current_issue\.htm|most\.htm|articles/),3,,100,TRUE,4,gcsibv,10/12/2018 15:27,https://support.nature.org,51307,United States,10927,www.nature.com,https://en.wikipedia.org/wiki/Nature_Research
Neural Information Processing Systems.js,Normal,c816f8ad-4c73-4f6d-914e-a6e7212746cf,Neural Information Processing Systems,"Fei Qi, Sebastian Karcher, Guy Aglionby",^https?://papers\.nips\.cc/,3,,100,TRUE,4,gcsibv,9/17/2018 14:30,https://nips.cc,16417,China,2509,https://10times.com/neural-information-processing-systems,Facebook???€? nipsfoundation
New Zealand Herald.js,Normal,c7830593-807e-48cb-99f2-c3bed2b148c2,New Zealand Herald,Philipp Zumstein,^https?://www\.nzherald\.co\.nz,3,,100,TRUE,4,gcsibv,7/22/2017 10:37,https://www.Airbnb.com/Auckland,349,United States,112,https://www.rei.com,https://www.nzherald.co.nz
NewsnetTamedia.js,Normal,caecaea0-5d06-11df-a08a-0800200c9a66,Newsnet/Tamedia,Philipp Zumstein,^https?://((www\.)?(tagesanzeiger|(bo\.)?bernerzeitung|bazonline|derbund|lematin|24heures|landbote|zuonline|zsz|tdg|letemps)\.ch/.),3,,100,TRUE,4,gcsibv,4/29/2018 11:03,https://www.news-medical.net,15265,United States,11550,https://www.commonsensemedia.org/website-reviews/newsforkidsnet,www.ebizmba.com/articles/news-websites
Notre Dame Philosophical Reviews.js,Normal,a823550b-6475-4b20-8539-a3c416906228,Notre Dame Philosophical Reviews,Emiliano Heyns,^https?://ndpr\.nd\.edu/,2.1,,100,TRUE,4,gcsibv,1/4/2016 21:04,https://ndpr.nd.edu,6502,United States,1883,https://ndpr.nd.edu/about,https://www.easycounter.com/report/ndpr.nd.edu
Nuclear Receptor Signaling.js,Normal,ba10b5bc-562f-11e1-b20d-a3084924019b,Nuclear Receptor Signaling,Aurimas Vinckevicius,^https?://[^/]*nursa\.org/(article|nrs|abstract),3,,100,TRUE,4,gcsibv,3/3/2014 22:02,https://www.nursa.org/nursa/about/tutorial.jsf,,,,www.ncbi.nlm.nih.gov???€? ?€????€? v.5(3); 2013 Mar,https://www.cellsignal.com/contents/science-cst-pathways-nuclear...
OCLC WorldCat FirstSearch.js,Normal,838d8849-4ffb-9f44-3d0d-aa8a0a079afe,OCLC WorldCat FirstSearch,Simon Kornblith,^https?://[^/]*firstsearch\.oclc\.org[^/]*/WebZ/,1.0.0b3.r1,,100,TRUE,4,g,1/1/2017 15:28,https://firstsearch.oclc.org,3577,United States,1101,https://www.oclc.org/en/firstsearch.html,https://www.worldcat.org
OECD.js,Normal,8cf74360-e772-4818-8cf1-eda0481c7dfb,OECD,Sebastian Karcher,^https?://(www\.)?oecd-ilibrary\.org,2.1,,100,TRUE,4,gcs,1/3/2017 7:41,www.oecd.org,7626,United States,9517,https://data.oecd.org/eduresource/public-spending-on-education.htm,www.oecdbetterlifeindex.org
ORCID.js,Normal,e83248bb-caa4-4dd2-a470-11f4cd164083,ORCID,Philipp Zumstein,^https?://orcid\.org/,4.0.29.11,,100,TRUE,4,gcsibv,10/12/2018 18:52,https://orcid.org,,,,https://support.orcid.org,https://members.orcid.org/cc-research-organizations
OSTI Energy Citations.js,Normal,0cdc6a07-38cf-4ec1-b9d5-7a3c0cc89b15,OSTI Energy Citations,Michael Berkowitz,^https?://www\.osti\.gov/(energycitations|scitech),1.0.0b4.r5,,100,TRUE,4,gcsibv,7/27/2017 10:41,www.osti.gov/energycitations/index.jsp,36670,China,8823,https://tagteam.harvard.edu/hub_feeds/3865/feed_items/2375670,https://en.wikipedia.org/wiki/Energy_Citations_Database
OVID Tagged.js,Normal,59e7e93e-4ef0-4777-8388-d6eddb3261bf,OVID Tagged,Sebastian Karcher,txt,4,,100,TRUE,1,gcsibv,6/3/2017 11:41,https://www.tagged.com,1542,United States,1318,https://ovidspstats.ovid.com,www.ovid.com
OZON.ru.js,Normal,73be930f-5773-41b2-a7a1-37c0eeade92f,OZON.ru,Mikhail Akimov,^https?://www\.ozon\.ru/(context/detail/id/|\?context=search),3,,100,TRUE,4,gcsibv,1/4/2017 20:51,https://www.ozon.ru,856,Russia,31,https://www.easycounter.com/report/ozon.ru,https://twitter.com/ozon_ru
OhioLINK.js,Normal,17c974e6-7c4f-4ac8-93af-8d74debca110,OhioLINK,Aurimas Vinckevicius,^https?://journals\.ohiolink\.edu/ejc/article\.cgi\?,3,,100,TRUE,4,gcs,1/1/2017 15:28,http://www.wix.com/Free/Webpage,430,United States,319,https://www.ohiolink.edu,https://www.ohiolink.edu/content/about_ohiolink
Old Bailey Online.js,Normal,b10bf941-12e9-4188-be04-f6357fa594a0,Old Bailey Online,Adam Crymble & Sharon Howard,^https?://www\.oldbaileyonline\.org/,3,,100,TRUE,4,gcsibv,10/12/2018 23:37,https://www.oldbaileyonline.org,599669,United States,232608,familyancestrydetective.com/old-bailey-online,https://www.oldbaileyonline.org/forms/formMain.jsp
Open Conf.js,Normal,3d180fcf-8005-4a2b-a0cd-1fe31ba1f996,Open Conf,Sebastian Karcher,^https?://(www\.)?openconf\.(com|org)/.+/request\.php,3,,100,TRUE,4,gcsibv,5/26/2017 15:41,https://www.openconf.com,,,,https://support.managed.com/kb/a636/how-to-access-your-web_config.aspx,https://www.openconf.com/editions
Open Journal Systems.js,Normal,99b62ba4-065c-4e83-a5c0-d8cc0c75d388,Open Journal Systems,Aurimas Vinckevicius,/article/view/,2.1.9,,100,TRUE,4,gcsibv,10/12/2018 17:46,https://openjournalsystems.com,581361,India,142104,https://pkp.sfu.ca/ojs,https://openjournalsystems.com/ojs-3-user-guide/website-settings
Open WorldCat.js,Normal,c73a4a8c-3ef1-4ec8-8229-7531ee384cc4,Open WorldCat,"Simon Kornblith, Sebastian Karcher",^https?://[^/]+\.worldcat\.org/,3.0.9,,100,TRUE,12,gcsbv,3/19/2017 23:26,https://www.worldcat.org,3074,United States,1455,https://www.oclc.org/en/worldcat.html,www.bookism.org/open/categories/open-worldcat
OpenEdition Books.js,Normal,4c6b4c5f-7286-45bb-8e99-0c518d177fa7,OpenEdition Books,C??dric Chatelain,^https?://books\.openedition\.org/,1,,100,TRUE,4,gcsibv,1/3/2017 11:17,https://www.balboapress.com/SelfPublishing/NewAge,587620,United States,148317,https://www.lulu.com/book/publishing,https://www.openedition.org/?lang=en
OpenJudis - Indian Supreme Court cases.js,Normal,fe39e97d-7397-4f3f-a5f3-396a1a79213c,OpenJudis - Indian Supreme Court cases,Prashant Iyengar and Michael Berkowitz,^https?://(www\.)?openarchive\.in/(judis|newcases),1.0.0b4.r5,,100,TRUE,4,gcsbv,6/2/2015 21:03,https://secure.in.gov/judiciary/supreme/index.htm,7201,United States,1544,https://www.supremecourtofindia.nic.in,https://en.wikipedia.org/wiki/Subimal_Chandra_Roy
Optical Society of America.js,Normal,a1a97ad4-493a-45f2-bd46-016069de4162,Optical Society of America,Philipp Zumstein,^https?://(www\.)?osapublishing\.org,3,,100,TRUE,4,gcsibv,1/3/2017 23:20,https://www.osa.org,68030,China,12510,https://phys.org/partners/optical-society-of-america,https://www.osapublishing.org/josaa/home.cfm
Ovid.js,Normal,cde4428-5434-437f-9cd9-2281d14dbf9,Ovid,"Simon Kornblith, Michael Berkowitz, and Ovid Technologies",(gw2|asinghal|sp)[^/]+/ovidweb\.cgi,2.1.9,,100,TRUE,4,gcs,1/1/2017 16:18,www.ovid.com,12959,United States,6944,https://www.ocimf.org/ovid,www.ovidrx.com
Oxford English Dictionary.js,Normal,d3ee2368-04d7-4b4d-a8f3-c20c3f5234a9,Oxford English Dictionary,Sebastian Karcher,^https?://www\.oed\.com,3,,100,TRUE,4,gcsibv,1/3/2017 14:46,https://www.lessonplanet.com,43780,United States,13755,http://www.Amazon.com/books,www.oed.com
Oxford Music and Art Online.js,Normal,f203db7f-7b7b-4dc4-b018-115b7885fe3b,Oxford Music and Art Online,Michael Berkowitz,^https?://([^/]+\.)?www\.oxford(music|art)online\.com/,1.0.0b4.r5,,100,TRUE,4,gcsibv,6/2/2015 21:05,http://www.framedart.com,238074,United States,47464,www.oxfordmusiconline.com,www.oxfordmusiconline.com/page/about
Oxford Reference.js,Normal,62415874-b53c-4afd-86e8-814e18a986f6,Oxford Reference,Sonali Gupta,^https?://www\.oxfordreference\.com/,3,,100,TRUE,4,gcsibv,6/22/2017 13:47,www.oxfordreference.com,34069,United States,20528,guides.library.uwa.edu.au/c.php?g=325241&p=2177430,libraryguides.vu.edu.au???€? Oxford Referencing
Oxford University Press.js,Normal,e9989043-fcdf-4f33-93b6-0381828aeb41,Oxford University Press,Jingjing Yin and Qiang Fang,^https?://global\.oup\.com/academic/,3,,100,TRUE,4,gcsibv,1/8/2017 15:58,global.oup.com,1087,United States,1049,https://academic.oup.com/journals,https://elt.oup.com
PC Gamer.js,Normal,274284a8-fc91-4f54-be77-bfcb7f9c3d6f,PC Gamer,czar,^https?://(www\.)?pcgamer\.com,3,,100,TRUE,4,gcsibv,7/7/2018 3:30,https://www.cyberpowerpc.com,30842,United States,4346,https://deals.dell.com/Official/Gaming,https://www.pcgamer.com
PEI Archival Information Network.js,Normal,6871e8c5-f935-4ba1-8305-0ba563ce3941,PEI Archival Information Network,Philipp Zumstein,^https?://www\.archives\.pe\.ca/atom/index\.php/,3,,100,TRUE,4,gcsibv,1/22/2017 15:45,https://www.princeedwardisland.ca/en/service/search-public...,83860,Canada,2775,www.gov.pe.ca/paroatom/index.php/public-archives-and-records...,https://acronyms.thefreedictionary.com/Prince+Edward+Island...
PEP Web.js,Normal,32ad4782-b106-4ccb-8ae1-ff102ba93eef,PEP Web,Akilesh Ayyar,^https?://www\.pep-web\.org,1.0.0b3.r1,,100,TRUE,4,gcsibv,3/20/2015 6:07,www.pep-web.org,217200,United States,104717,support.pep-web.org/helptoc/help/logging-on,https://pep-iis.pepcleve.org/Home/default.asp
PLoS Journals.js,Normal,9575e804-219e-4cd6-813d-9b690cbfc0fc,PLoS Journals,"Michael Berkowitz, Rintze Zelle, and Sebastian Karcher",^https?://(www\.plos(one|ntds|compbiol|pathogens|genetics|medicine|biology)\.org|journals\.plos\.org(/\w+)?)/(search|\w+/article),3,,100,TRUE,4,gcsibv,1/22/2017 19:28,https://www.plos.org,3519,United States,2419,https://www.journalguide.com/journals/plos-one,https://en.wikipedia.org/wiki/PLOS
Papers Past.js,Normal,1b052690-16dd-431d-9828-9dc675eb55f6,Papers Past,Philipp Zumstein,^https?://(www\.)?paperspast\.natlib\.govt\.nz,3,,100,TRUE,4,gcsibv,1/22/2017 0:46,https://kensaq.com/Past Papers Website/Here,3832,United States,1875,http://www.perforatedpaper.com/Shop/Paper,https://natlib.govt.nz/collections/a-z/papers-past
Paris Review.js,Normal,b24ee183-58a6-443d-b8f9-c5cd5a3a0f73,Paris Review,"Avram Lyon, Philipp Zumstein",^https?://www\.theparisreview\.org/,3,,100,TRUE,4,gcsibv,1/22/2017 12:19,https://www.theparisreview.org,43096,United States,11424,https://en.wikipedia.org/wiki/The_Paris_Review,https://twitter.com/ParisReview
Pastebin.js,Normal,1d1a51d4-60bf-44b8-ae28-8b154d1ed721,Pastebin,febrezo,^https?://pastebin\.com,3,,100,TRUE,4,gcsibv,1/22/2017 12:41,https://pastebin.com,1112,United States,872,https://en.wikipedia.org/wiki/Pastebin,https://chrome.google.com/webstore/detail/pastebincom/...
Patents - USPTO.js,Normal,232e24fe-2f68-44fc-9366-ecd45720ee9e,Patents - USPTO,Bill McKinney,^https?://(patft|appft1)\.uspto\.gov/netacgi/nph-Parser.+,3,,100,TRUE,4,gcsbv,4/4/2014 10:11,https://www.thoughtstopaper.com/patent/application,1078820,United States,355192,https://www.trademarkengine.com/File-Trademark/Online,http://patent.inventionhome.com
Peeters.js,Normal,c216ae06-da95-4fd0-bce8-38de1f6cf17c,Peeters,Timotheus Kim,^https?://(www\.)?poj\.peeters-leuven\.be/content\.php,3,,100,TRUE,4,gcsibv,3/27/2018 5:23,www.peeters-leuven.be,400498,United Kingdom,87918,https://www.myheritage.com/site-162646651/peeters,www.jelenapeeters.be
PhilPapers.js,Normal,8df4f61b-0881-4c85-9186-05f457edb4d3,PhilPapers,Sebastian Karcher,^https?://philpapers\.org,3,,100,TRUE,4,gcsibv,9/25/2015 0:35,http://www.wix.com/create-free-webpage,430,United States,319,https://philpapers.org,https://philpapers.org/surveys
Philosopher's Imprint.js,Normal,b0abb562-218c-4bf6-af66-c320fdb8ddd3,Philosopher's Imprint,Philipp Zumstein,^https?://quod\.lib\.umich\.edu/p/phimp,3,,100,TRUE,4,gcsibv,6/3/2017 13:00,http://www.philosophy.com/Home,124308,United States,19241,https://www.philosophersimprint.org,https://en.wikipedia.org/wiki/Philosophers'_Imprint
Pleade.js,Normal,ce68b0ed-3137-4e38-b691-f3bc49bc1497,Pleade,DIA Modou,(list-results|results|ead)\.html\?.*(base=ead|mode=|id=),1,,100,TRUE,4,gcsbv,1/30/2015 15:32,pleade.org/en,,,,sourceforge.net???€? Browse,https://plead.website
Polygon.js,Normal,fa7c37b1-fda4-418a-a8b8-2491929411ab,Polygon,czar,^https?://(www\.)?polygon\.com,3,,100,TRUE,4,gcsibv,12/6/2015 18:45,https://www.polygon.com,,,,https://en.wikipedia.org/wiki/Polygon_(website),https://www.mathsisfun.com/geometry/polygons
Potsdamer Neueste Nachrichten.js,Normal,9405db4b-be7f-42ab-86ca-430226be9b35,Potsdamer Neueste Nachrichten,Martin Meyerhoff,^https?://www\.pnn\.de,1,,100,TRUE,4,gcsibv,4/6/2014 16:15,https://www.pnn.de,140340,Germany,7103,https://www.instagram.com/pnn_de,www.accessify.com/p/pnn.de
Primo 2018.js,Normal,cd669d1f-96b8-4040-aa36-48f843248399,Primo 2018,Philipp Zumstein,(/primo-explore/|/discovery/(search|fulldisplay|jsearch|dbsearch|npsearch|openurl|jfulldisplay|dbfulldisplay|npfulldisplay)\?),3,,100,TRUE,4,gcsibv,6/14/2018 5:49,https://coast.noaa.gov/primo,1278,United States,613,https://www.primomeeting.org,https://www.nba.com/bucks/rules/2018-primo-seats-primo-thin...
Primo Normalized XML.js,Normal,efd737c9-a227-4113-866e-d57fbc0684ca,Primo Normalized XML,Philipp Zumstein,xml,3,,100,TRUE,1,gcsibv,7/28/2018 14:15,https://knowledge.exlibrisgroup.com/.../05_Primo_Normalized_XML_(PNX),,,,exl-edu.com/02_Primo/Primo Classic Certification/05 PRIMO-Primo...,https://knowledge.exlibrisgroup.com/.../010Normalization_Rules_Sets
Primo.js,Normal,1300cd65-d23a-4bbf-93e5-a3c9e00d1066,Primo,"Matt Burton, Avram Lyon, Etienne Cavali??, Rintze Zelle, Philipp Zumstein, Sebastian Karcher, Aurimas Vinckevicius",/primo_library/|/nebis/|^https?://www\.recherche-portal\.ch/zbz/,2.1.9,,101,TRUE,4,gcsbv,10/21/2018 10:10,https://primowater.com,422378,United States,71128,www.primogrill.com,https://www.primo.com
ProMED.js,Normal,3e9dbe21-10f2-40be-a921-f6ec82760927,ProMED,Brandon Minich,^https?://www\.promedmail\.org,3,,100,TRUE,4,gcsibv,11/19/2013 0:12,https://www.promedmail.org,472392,United States,284595,promedhealthnc.com,https://promed.website
ProQuest Ebook Central.js,Normal,f2d965fa-5acb-4ba7-90a4-8ecb6cf0c795,ProQuest Ebook Central,Sebastian Karcher,^https?://ebookcentral\.proquest\.com/lib/,3,,100,TRUE,4,gcsibv,11/19/2017 21:23,https://www.proquest.com/products-services/ebooks,2632,United States,1373,proquest.libguides.com/ebookcentral,https://ebookcentral.proquest.com/auth/lib/sciences-po/login.action
ProQuest PolicyFile.js,Normal,948df957-439a-4ac3-bc48-2c6edb069521,ProQuest PolicyFile,Sebastian Karcher,^https?://www\.policyfile\.com,3,,100,TRUE,4,gc,12/12/2013 3:22,https://www.proquest.com/products-services/policyfile.html,2632,United States,1373,search.proquest.com.ezproxy.neu.edu/policyfile,https://www.proquest.com
ProQuest.js,Normal,fce388a6-a847-4777-87fb-6595e710b7e7,ProQuest,Avram Lyon,^https?://search\.proquest\.com/(.*/)?(docview|pagepdf|results|publicationissue|browseterms|browsetitles|browseresults|myresearch/(figtables|documents)),3,,100,TRUE,4,gcsibv,5/8/2018 19:05,https://proquesttechnologies.com/Real_Estate/Lead_Generation,2001455,United States,416429,https://www.proquest.com,https://www.proquest.com/libraries/schools
Probing the Past.js,Normal,095239e7-c18c-4f45-a932-bcf4a9e48c08,Probing the Past,Philipp Zumstein,^https?://chnm\.gmu\.edu/probateinventory/,3,,100,TRUE,4,gcsibv,1/28/2018 20:46,www.governing.com/topics/politics/Probing-Past.html,49620,United States,9031,https://openlibrary.org/works/OL32413W/Probing_the_past,https://www.facebook.com/ngsgenealogy/posts/10158672573485316
Project Gutenberg.js,Normal,d770e7d2-106c-4396-8c32-b35cdc46376c,Project Gutenberg,"Adam Crymble, Avram Lyon",^https?://www\.gutenberg\.org,2.1,,100,TRUE,4,gcsibv,4/3/2014 18:55,www.gutenberg.org,5287,United States,2757,https://archive.org/details/gutenberg,https://ebookfriendly.com/project-gutenberg-tips-tricks
Project MUSE.js,Normal,c54d1932-73ce-dfd4-a943-109380e06574,Project MUSE,Sebastian Karcher,^https?://[^/]*muse\.jhu\.edu/(book/|article/|issue/|results\?),3,,100,TRUE,4,gcsibv,11/25/2017 17:50,muse.jhu.edu,3153,United States,947,https://about.muse.jhu.edu/librarians/counter_stats_information,https://en.wikipedia.org/wiki/Project_MUSE
Protein Data Bank.js,Normal,e16095ae-986c-4117-9cb6-20f3b7a52f64,Protein Data Bank,Philipp Zumstein,^https?://www\.(pdb|rcsb)\.org/pdb/,3,,100,TRUE,4,gcsibv,6/3/2017 18:51,https://www.lyonslive.com,,,,https://www.rcsb.org,https://www.wwpdb.org
PubMed Central.js,Normal,27ee5b2c-2a5a-4afc-a0aa-d386642d4eed,PubMed Central,Michael Berkowitz and Rintze Zelle,^https://(www\.)?ncbi\.nlm\.nih\.gov/pmc,3,,100,TRUE,4,gcsibv,9/29/2017 3:13,www.ncbi.nlm.nih.gov???€? NCBI???€? Literature,,,,www.ncbi.nlm.nih.gov???€? NCBI???€? Literature,https://en.wikipedia.org/wiki/PubMed_Central
PubMed XML.js,Normal,fcf41bed-0cbc-3704-85c7-8062a0068a7a,PubMed XML,"Simon Kornblith, Michael Berkowitz, Avram Lyon, and Rintze Zelle",xml,2.1.9,,100,TRUE,1,gcsibv,10/17/2015 5:38,https://www.ncbi.nlm.nih.gov/books/NBK3828,124,United States,72,www.nlm.nih.gov???€? NLM Data Distribution,www.nlm.nih.gov???€? PubMed
